
[legalize_heu] multi-pass local move
  Tier 0 bbox_center=(134.00, 134.00)
    [move_apply] module_id=22 center=(147.5, 136) dx=0 dy=0 rot90=0 weight=746496
    [move_apply] module_id=76 center=(212.5, 102.211) dx=5.5 dy=-30 rot90=1 weight=746496
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=746496
    [move_apply] module_id=9 center=(260, 90.3193) dx=21.5 dy=-21.6807 rot90=1 weight=746496
    [move_apply] module_id=39 center=(113.42, 93) dx=0 dy=0 rot90=0 weight=746496
    [move_apply] module_id=4 center=(14.5, 105.12) dx=0 dy=0 rot90=0 weight=746496
    [move_apply] module_id=94 center=(222.5, 70.7112) dx=-8.92044 dy=-12.7888 rot90=0 weight=746496
    [move_apply] module_id=56 center=(8.5, 64.1197) dx=0 dy=0 rot90=0 weight=746496
    [move_apply] module_id=12 center=(158, 88.5) dx=-13.4204 dy=7.5 rot90=1 weight=746496
    [move_apply] module_id=42 center=(43.5, 63) dx=0 dy=0 rot90=0 weight=746496
    [move_apply] module_id=92 center=(102, 54) dx=0 dy=0 rot90=0 weight=746496
    [move_apply] module_id=18 center=(134, 32.5) dx=0 dy=-9 rot90=0 weight=746496
    [move_apply] module_id=14 center=(236.5, 28.7112) dx=-10 dy=-2.78884 rot90=1 weight=746496
    [move_apply] module_id=66 center=(188.5, 33.5) dx=-3 dy=3 rot90=1 weight=746496
    [move_apply] module_id=69 center=(83, 18.5) dx=-1 dy=5 rot90=0 weight=746496
    [move_apply] module_id=48 center=(28.5, 13.5) dx=0 dy=0 rot90=0 weight=746496
  Tier 2 [shake rotations]
    [shake_rot] module_id=9 new_size=(41x16) center=(247.5, 90.3193)
    [shake_rot] module_id=13 new_size=(48x57) center=(239.5, 134.819)
    [shake_rot] module_id=14 new_size=(43x63) center=(236.5, 31.5)
    [shake_rot] module_id=29 new_size=(62x24) center=(184, 126)
    [shake_rot] module_id=48 new_size=(27x57) center=(28.5, 28.5)
    [shake_rot] module_id=66 new_size=(67x61) center=(188.5, 33.5)
    [shake_rot] module_id=92 new_size=(26x16) center=(102, 54)
    [shake_rot] module_id=94 new_size=(41x59) center=(222.5, 70.7112)
  Tier 2 [iter=8] shake rotated=8 modules
  Tier 2 [iter=9] running sweeps (h-first)
  Tier 2 [near->far] init_w=512.00 mul=20.00 side_bias=0.00(axis=0)
    [move_apply] module_id=22 center=(140.5, 139) dx=-7 dy=3 rot90=0 weight=10240
    [move_apply] module_id=39 center=(113.42, 93) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=81 center=(136, 181) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=11 center=(86.5, 140.5) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=29 center=(184, 126) dx=0 dy=0 rot90=1 weight=10240
    [move_apply] module_id=12 center=(171.42, 78) dx=13.4204 dy=-10.5 rot90=1 weight=10240
    [move_apply] module_id=47 center=(188.5, 175.319) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=64 center=(86, 199.5) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=76 center=(207, 116.711) dx=-5.5 dy=14.5 rot90=1 weight=10240
    [move_apply] module_id=92 center=(102, 54) dx=0 dy=0 rot90=1 weight=10240
    [move_apply] module_id=2 center=(188.5, 208.819) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=18 center=(134, 25.5) dx=0 dy=-7 rot90=0 weight=10240
    [move_apply] module_id=8 center=(136, 237) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=13 center=(242, 130.319) dx=2.5 dy=-4.5 rot90=0 weight=10240
    [move_apply] module_id=65 center=(28.5, 149) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=94 center=(238.5, 79.7112) dx=16 dy=9 rot90=1 weight=10240
    [move_apply] module_id=66 center=(191.5, 30.5) dx=3 dy=-3 rot90=0 weight=10240
    [move_apply] module_id=42 center=(59.4204, 63) dx=15.9204 dy=0 rot90=0 weight=10240
    [move_apply] module_id=9 center=(260, 60.3193) dx=12.5 dy=-30 rot90=1 weight=10240
    [move_apply] module_id=52 center=(84, 245.5) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=43 center=(30.5, 200) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=4 center=(14.5, 105.12) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=58 center=(184, 247.975) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=69 center=(83, 18.5) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=32 center=(241.5, 213.319) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=56 center=(8.5, 64.1197) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=14 center=(246.5, 31.5) dx=10 dy=0 rot90=0 weight=10240
    [move_apply] module_id=7 center=(227, 248) dx=0 dy=0 rot90=0 weight=10240
    [move_apply] module_id=48 center=(28.5, 13.5) dx=0 dy=-15 rot90=1 weight=10240
    [move_apply] module_id=74 center=(25.5667, 247) dx=0 dy=0 rot90=0 weight=10240
  Tier 2 [left->right] init_w=1536.00 mul=20.00 side_bias=-0.00(axis=1)
    [move_apply] module_id=4 center=(14.5, 105.12) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=43 center=(30.5, 200) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=48 center=(28.5, 13.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=56 center=(8.5, 64.1197) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=65 center=(28.5, 149) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=74 center=(25.5667, 247) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=42 center=(59.4204, 63) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=69 center=(84, 18.5) dx=1 dy=0 rot90=0 weight=30720
    [move_apply] module_id=11 center=(86.5, 140.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=52 center=(84, 245.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=64 center=(86, 199.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=39 center=(113.42, 93) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=92 center=(102, 54) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=18 center=(135, 38.5) dx=1 dy=13 rot90=0 weight=30720
    [move_apply] module_id=8 center=(136, 237) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=22 center=(140.5, 139) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=81 center=(136, 181) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=12 center=(171.42, 78) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=47 center=(188.5, 175.319) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=66 center=(192.5, 30.5) dx=1 dy=0 rot90=0 weight=30720
    [move_apply] module_id=58 center=(184, 247.975) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=2 center=(188.5, 208.819) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=29 center=(184, 126) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=76 center=(207, 116.711) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=7 center=(227, 248) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=94 center=(238.5, 81.5) dx=0 dy=1.78884 rot90=0 weight=30720
    [move_apply] module_id=32 center=(241.5, 213.319) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=13 center=(244, 130.5) dx=2 dy=0.180746 rot90=0 weight=30720
    [move_apply] module_id=14 center=(246.5, 31.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=9 center=(247.5, 53) dx=-12.5 dy=-7.31925 rot90=1 weight=30720
  Tier 2 [right->left] init_w=1536.00 mul=20.00 side_bias=0.00(axis=1)
    [move_apply] module_id=94 center=(231.42, 81.5) dx=-7.07956 dy=0 rot90=0 weight=30720
    [move_apply] module_id=32 center=(241.5, 213.319) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=14 center=(236.5, 23.5) dx=-10 dy=-8 rot90=1 weight=30720
    [move_apply] module_id=13 center=(244, 130.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=9 center=(247.5, 53) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=7 center=(227, 248) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=66 center=(171.5, 30.5) dx=-21 dy=0 rot90=0 weight=30720
    [move_apply] module_id=47 center=(188.5, 175.319) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=76 center=(207, 118.5) dx=0 dy=1.78884 rot90=0 weight=30720
    [move_apply] module_id=2 center=(188.5, 208.819) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=58 center=(184, 247.975) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=12 center=(171.42, 78) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=29 center=(184, 126) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=22 center=(140.5, 139) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=8 center=(136, 237) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=18 center=(114, 25.5) dx=-21 dy=-13 rot90=0 weight=30720
    [move_apply] module_id=81 center=(136, 181) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=39 center=(113.42, 93) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=11 center=(86.5, 140.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=69 center=(63, 18.5) dx=-21 dy=0 rot90=0 weight=30720
    [move_apply] module_id=64 center=(86, 199.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=52 center=(84, 245.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=92 center=(102, 59) dx=0 dy=5 rot90=1 weight=30720
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=42 center=(59.4204, 63) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=43 center=(30.5, 200) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=65 center=(28.5, 149) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=48 center=(19.4204, 28.5) dx=-9.07956 dy=15 rot90=1 weight=30720
    [move_apply] module_id=74 center=(25.5667, 247) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=4 center=(14.5, 105.12) dx=0 dy=0 rot90=0 weight=30720
    [move_apply] module_id=56 center=(8.5, 64.1197) dx=0 dy=0 rot90=0 weight=30720
  Tier 2 [bottom->top] init_w=4608.00 mul=30.00 side_bias=-0.00(axis=2)
    [move_apply] module_id=18 center=(114, 25.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=48 center=(19.4204, 28.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=66 center=(171.5, 30.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=14 center=(236.5, 23.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=69 center=(63, 18.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=42 center=(59.4204, 63) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=56 center=(24.4204, 88.5) dx=15.9204 dy=24.3803 rot90=0 weight=138240
    [move_apply] module_id=9 center=(247.5, 53) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=92 center=(102, 59) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=94 center=(231.42, 81.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=12 center=(171.42, 78) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=39 center=(113.42, 93) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=29 center=(184, 126) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=4 center=(14.5, 129.5) dx=0 dy=24.3803 rot90=0 weight=138240
    [move_apply] module_id=13 center=(244, 130.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=76 center=(207, 118.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=11 center=(86.5, 140.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=65 center=(28.5, 167) dx=0 dy=18 rot90=0 weight=138240
    [move_apply] module_id=22 center=(140.5, 139) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=81 center=(136, 181) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=47 center=(188.5, 175.319) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=64 center=(86, 199.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=43 center=(30.5, 218) dx=0 dy=18 rot90=0 weight=138240
    [move_apply] module_id=2 center=(188.5, 208.819) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=32 center=(241.5, 213.319) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=8 center=(136, 237) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=52 center=(84, 245.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=74 center=(25.5667, 249) dx=0 dy=2 rot90=1 weight=138240
    [move_apply] module_id=58 center=(184, 247.975) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=7 center=(227, 248) dx=0 dy=0 rot90=0 weight=138240
  Tier 2 [top->bottom] init_w=4608.00 mul=30.00 side_bias=0.00(axis=2)
    [move_apply] module_id=74 center=(25.5667, 249) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=52 center=(84, 245.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=8 center=(136, 237) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=58 center=(184, 247.975) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=7 center=(227, 248) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=43 center=(30.5, 200) dx=0 dy=-18 rot90=0 weight=138240
    [move_apply] module_id=32 center=(241.5, 213.319) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=2 center=(188.5, 208.819) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=64 center=(86, 199.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=81 center=(136, 181) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=65 center=(28.5, 149) dx=0 dy=-18 rot90=0 weight=138240
    [move_apply] module_id=47 center=(188.5, 175.319) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=11 center=(86.5, 140.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=13 center=(244, 130.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=29 center=(184, 126) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=22 center=(140.5, 139) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=4 center=(9.5, 106.5) dx=-5 dy=-23 rot90=1 weight=138240
    [move_apply] module_id=76 center=(207, 118.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=56 center=(27.5, 89.5) dx=3.07956 dy=1 rot90=0 weight=138240
    [move_apply] module_id=39 center=(113.42, 93) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=94 center=(231.42, 81.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=42 center=(67, 40.5) dx=7.57956 dy=-22.5 rot90=1 weight=138240
    [move_apply] module_id=12 center=(171.42, 78) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=92 center=(111, 59) dx=9 dy=0 rot90=0 weight=138240
    [move_apply] module_id=66 center=(171.5, 30.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=9 center=(247.5, 53) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=48 center=(19.4204, 28.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=18 center=(114, 25.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=14 center=(236.5, 23.5) dx=0 dy=0 rot90=0 weight=138240
    [move_apply] module_id=69 center=(59.9204, 13.5) dx=-3.07956 dy=-5 rot90=0 weight=138240
  Tier 2 [left->right] init_w=13824.00 mul=40.00 side_bias=-0.00(axis=1)
    [move_apply] module_id=4 center=(9.5, 106.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=43 center=(30.5, 200) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=65 center=(28.5, 149) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=74 center=(25.5667, 249) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=48 center=(19.4204, 28.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=56 center=(27.5, 89.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=69 center=(59.9204, 13.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=42 center=(62.5, 58) dx=-4.5 dy=17.5 rot90=1 weight=552960
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=11 center=(86.5, 140.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=52 center=(84, 245.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=64 center=(86, 199.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=39 center=(115, 93.5) dx=1.57956 dy=0.5 rot90=1 weight=552960
    [move_apply] module_id=18 center=(114, 25.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=92 center=(141, 58) dx=30 dy=-1 rot90=0 weight=552960
    [move_apply] module_id=8 center=(136, 237) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=22 center=(140.5, 139) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=81 center=(136, 181) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=66 center=(184.5, 33.5) dx=13 dy=3 rot90=1 weight=552960
    [move_apply] module_id=12 center=(171.5, 81) dx=0.079558 dy=3 rot90=0 weight=552960
    [move_apply] module_id=47 center=(188.5, 175.319) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=58 center=(184, 247.975) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=2 center=(188.5, 208.819) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=29 center=(184, 126) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=76 center=(207, 118.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=94 center=(235.5, 72.5) dx=4.07956 dy=-9 rot90=1 weight=552960
    [move_apply] module_id=14 center=(236.5, 21.5) dx=0 dy=-2 rot90=0 weight=552960
    [move_apply] module_id=7 center=(227, 248) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=32 center=(241.5, 213.319) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=13 center=(244, 130.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=9 center=(260, 63.5) dx=12.5 dy=10.5 rot90=1 weight=552960
  Tier 2 [right->left] init_w=13824.00 mul=40.00 side_bias=0.00(axis=1)
    [move_apply] module_id=32 center=(241.5, 213.319) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=14 center=(236.5, 21.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=13 center=(244, 130.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=9 center=(260, 63.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=94 center=(231.5, 72.5) dx=-4 dy=0 rot90=0 weight=552960
    [move_apply] module_id=7 center=(227, 248) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=47 center=(188.5, 175.319) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=76 center=(207, 118.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=66 center=(174.5, 33.5) dx=-10 dy=0 rot90=0 weight=552960
    [move_apply] module_id=2 center=(188.5, 208.819) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=58 center=(184, 247.975) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=12 center=(171.5, 81) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=29 center=(184, 126) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=22 center=(140.5, 139) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=8 center=(136, 237) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=81 center=(136, 181) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=92 center=(131, 58) dx=-10 dy=0 rot90=0 weight=552960
    [move_apply] module_id=39 center=(115, 93.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=18 center=(114.5, 25.5) dx=0.5 dy=0 rot90=1 weight=552960
    [move_apply] module_id=11 center=(86.5, 140.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=64 center=(86, 199.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=52 center=(84, 245.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=42 center=(62.5, 58) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=69 center=(59.9204, 13.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=89 center=(66.9204, 107.5) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=43 center=(30.5, 200) dx=0 dy=0 rot90=0 weight=552960
    [move_apply] module_id=65 center=(28.5, 149) dx=0 dy=0 rot90=0 weight=552960
